카드 ID,카드명,카드 브랜드,체크/신용,이미지 URL,카드 디테일 링크,통합혜택,대분류태그,소분류태그
2072,Kia Members 전기차 신용카드,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2196/card_img/21810/2196card.png,https://www.card-gorilla.com/card/detail/2196,적립 당월 이용금액에 따라 국내외 가맹점 이용금액의 M포인트 적립Kia Members 제휴처에서 이용 시 동시 자동차 전기차 충전 할인 제휴 PLCC Kia 멤버십 서비스 멤버십포인트 주유 정비 외식 쇼핑 영화 등 사용처에서 사용 유의사항 기아멤버스 포인트 및 관리 기준,"['생활서비스', '식사']","['한식', '연료판매', '수리서비스']"
2073,현대카드M CHECK-경차전용카드(유류세 환급),현대카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2197/card_img/21811/2197card.png,https://www.card-gorilla.com/card/detail/2197,적립 월 만원 미만 이용 시 M포인트 적립월 이상 기타 정부 유류세환급제도 지원 프로스포츠 입장권 할인 멤버십포인트 주유 정비 외식 쇼핑 영화 등 제휴 사용처에서 사용 유의사항 기아멤버스 포인트 및 관리 기준,"['생활서비스', '식사']","['한식', '연료판매', '수리서비스']"
2074,캐롯손해보험-현대카드M Edition3,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2198/card_img/21812/2198card.png,https://www.card-gorilla.com/card/detail/2198,제휴 PLCC 캐롯손해보험료 청구 할인 적립 업종별 적립월 만원 이상 이용 시 배,['생활서비스'],['전문서비스']
2075,산림조합-현대카드M(청구할인형),현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2199/card_img/21813/2199card.png,https://www.card-gorilla.com/card/detail/2199,제휴 PLCC 산림조합상조 납부금액 청구 할인 적립 국내외 가맹점에서 M포인트,['생활서비스'],['전문서비스']
2076,카카오페이카드2,카카오페이,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2200/card_img/21814/2200card.png,https://www.card-gorilla.com/card/detail/2200,카카오페이 결제 시 페이포인트 적립 캐시백 카카오프렌즈 대한항공 스카이패스형 선택 스카이패스 마일리지 금융 전국 편의점 ATM출금서비스,"['생활서비스', '소매/유통']",['음/식료품소매']
2086,블랙핑크 카드,BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2210/card_img/21775/2210card.png,https://www.card-gorilla.com/card/detail/2210,할인 FANDOM 팬덤 청구할인 쇼핑 SHOPPING 생활 LIFE 통신 MOBILE KT 단말기 할부대금 개월 무이자 할부 프리미엄 서비스 BRAND SERVICE VISA Young Premium,['여가/오락'],['취미/오락']
2087,케이뱅크 SIMPLE 카드,케이뱅크,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2211/card_img/21774/2211card.png,https://www.card-gorilla.com/card/detail/2211,적립 기본 국내외 가맹점 청구 할인 간편결제 플러스 온라인 편의점 카페 커피전문점 교통 통신 이동통신요금 디지털구독 넷플릭스 유튜브 프리미엄 웨이브 티빙 왓챠,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음/식료품소매', '교통서비스', '제과/제빵/떡/케익', '커피/음료']"
2088,챔피언 체크카드,유진투자증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2212/card_img/21773/2212card.png,https://www.card-gorilla.com/card/detail/2212,편의점 기본혜택 주요편의점 캐시백 카페 주요커피전문점 대형마트 선택형 혜택 택 백화점 마트 캐시백형백화점 주요 할인점 온라인쇼핑 캐시백형대형 온라인 쇼핑몰 주유 금융 부가혜택 CMA 서비스카드 한 장으로 CMA혜택은 기본 은행 CD ATM 출금거래 체크카드 거래,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스']","['음/식료품소매', '연료판매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
2089,쏙쏙 체크카드,유진투자증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2213/card_img/21772/2213card.png,https://www.card-gorilla.com/card/detail/2213,캐시백 온라인 어디서나 통합 월간 한도 내 가맹점 상관없이 결제시 혜택 제공,['전자상거래'],['인터넷쇼핑']
2090,Syrup Membership Wealth 마이카드(체크),SK증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2214/card_img/21771/2214card.png,https://www.card-gorilla.com/card/detail/2214,금융 CMA 우대금리 제공업무시간 롯데ATM 입 출금 수수료 면제 등,['생활서비스'],['전문서비스']
2091,LUNCH 체크카드,SK증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2215/card_img/21770/2215card.png,https://www.card-gorilla.com/card/detail/2215,점심 점심할인 월 회 카페 커피할인 편의점 편의점할인 할인 할인액의 를 추가,"['디저트', '식사', '소매/유통']","['커피/음료', '음/식료품소매']"
2092,미래에셋증권 체크카드(할인 2),미래에셋증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2216/card_img/21769/2216card.png,https://www.card-gorilla.com/card/detail/2216,카페 커피전문점 할인 마트 편의점 할인마트 디지털구독,"['디저트', '식사', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '제과/제빵/떡/케익']"
2093,미래에셋증권 체크카드 (캐시백 2),미래에셋증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2217/card_img/21768/2217card.png,https://www.card-gorilla.com/card/detail/2217,모든가맹점 전월 사용금액에 따라 캐시백 지급,['생활서비스'],['전문서비스']
2094,NAMUH 체크카드,NH투자증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2218/card_img/21767/2218card.png,https://www.card-gorilla.com/card/detail/2218,소셜커머스 할인 카페 커피 편의점 택시 택시요금,"['디저트', '식사', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '교통서비스']"
2095,able 카드 Ⅱ,KB증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2219/card_img/21765/2219card.png,https://www.card-gorilla.com/card/detail/2219,대형마트 이용금액의 할인 온라인쇼핑 온라인쇼핑몰 배달앱 배달 앱 주유 시 리터당 원 현장할인서비스특급호텔 F B 유명 레스토랑 Life 스타일 제휴처 현장할인 금융 출금 및 이체수수료 면제 서비스,"['전자상거래', '식사', '소매/유통', '생활서비스', '여가/오락']","['음식배달서비스', '숙박', '인터넷쇼핑', '연료판매']"
2096,DB금융투자 해피플러스 체크카드,DB금융투자,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2220/card_img/21764/2220card.png,https://www.card-gorilla.com/card/detail/2220,모든가맹점 모든 가맹점 캐쉬백 주유 GS칼텍스 리터당 원 통신 이동통신요금 할인 금융 수시입출금의 편리함과 주식거래 고금리를 하나의 계좌로 결제계좌 이체 출금 수수료 면제,['생활서비스'],"['교통서비스', '연료판매']"
2097,DB 캐쉬백 3.1 체크카드,DB금융투자,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2221/card_img/21763/2221card.png,https://www.card-gorilla.com/card/detail/2221,모든가맹점 모든 가맹점 캐쉬백금융상품가입 시 최대 추가 캐쉬백 금융 수시입출금의 편리함과 주식거래 고금리를 하나의 계좌로 결제계좌 이체 출금 수수료 면제,['생활서비스'],['전문서비스']
2100,able 시럽카드,KB증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2224/card_img/21357/2224card.png,https://www.card-gorilla.com/card/detail/2224,멤버십포인트 통합멤버십서비스 바우처 모바일쿠폰서비스 최대 만원 할인 현장할인서비스높은 할인율과 다양한 제휴처 금융 able 금융서비스언제 어디서나 수수료 면제,"['전자상거래', '생활서비스']",['전문서비스']
2101,able Premier Members 카드,KB증권,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2225/card_img/21356/2225card.png,https://www.card-gorilla.com/card/detail/2225,할인 언제 어디서든 한도없이 사용 금액의 무제한 캐시백 현장할인서비스높은 할인율과 다양한 제휴처 금융 able 금융서비스언제 어디서나 수수료 면제,['생활서비스'],['전문서비스']
2102,카카오뱅크 롯데카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2226/card_img/21355/2226card.png,https://www.card-gorilla.com/card/detail/2226,모든가맹점 기본캐시백 전월 실적조건 없이 캐시백특별캐시백 최대 캐시백 프리미엄 서비스 플래티넘 Platinum 멤버십포인트 L POINT,"['디저트', '생활서비스', '소매/유통']",['커피/음료']
2103,영리한 PLUS 체크카드,우체국,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2227/card_img/21354/2227card.png,https://www.card-gorilla.com/card/detail/2227,디지털구독 유튜브프리미엄 넷플릭스 웨이브 티빙 멜론 지니 캐시백 온라인쇼핑 번가 G마켓 옥션 쿠팡 위메프 티몬 배달앱 배달의민족 요기요 쿠팡이츠 카페 스타벅스 투썸플레이스 이디야 생활 올리브영 랄라블라 다이소 GS CU 이마트 기타 우편요금 인터넷우체국 우체국쇼핑 EMS,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음식배달서비스', '화장품소매', '제과/제빵/떡/케익', '인터넷쇼핑', '커피/음료']"
2104,LOCA LIKIT,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2228/card_img/21353/2228card.png,https://www.card-gorilla.com/card/detail/2228,카페 스타벅스 결제일 할인간편결제 시 할인 영화 롯데시네마 CGV 대중교통 시내버스 지하철 통신 SKT KT LG U 배달앱 배달의 민족 쿠팡이츠,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['음식배달서비스', '제과/제빵/떡/케익', '교통서비스']"
2105,LOCA 100 Life,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2230/card_img/21351/2230card.png,https://www.card-gorilla.com/card/detail/2230,생활 생활업종 결제일 할인 보험 자동차보험료 만원 무이자할부 국내 가맹점에서 이상 개월 할부 결제 시 무이자 혜택이 제공,['생활서비스'],['수리서비스']
2106,신한카드 Puzzle,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2231/card_img/21350/2231card.png,https://www.card-gorilla.com/card/detail/2231,모든가맹점 국내 외 이용금액 기본 적립 간편결제 Pay 이용 시 추가 선택형 선택 서비스팩 개수별 개의 중 개 가능 연 회 변경 미선택 Booster 팩 제공 최대,"['전자상거래', '생활서비스']",['전문서비스']
2107,1Q Daily+[40주년 에디션],하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2232/card_img/20931/2232card.png,https://www.card-gorilla.com/card/detail/2232,적립 데일리 전월실적 없이도 하나머니 적립한도 없음 플러스 온라인쇼핑 통신 교통 자동이체 해외영역별 이번달 합산 이용금액 만원 이상시 천 주유 SK주유소 월 최대 천원 할인 카페 스타벅스 커피빈 이상 결제시 청구할인 공과금 아파트관리비 대보험 금액합산 이상일 때,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스']","['커피/음료', '인터넷쇼핑', '제과/제빵/떡/케익', '연료판매']"
2108,네이버 현대카드,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2233/card_img/20932/2233card.png,https://www.card-gorilla.com/card/detail/2233,디지털구독 네이버플러스 멤버십 무료 이용권 제공 네이버페이 포인트 최대 적립,"['전자상거래', '생활서비스', '소매/유통']",['인터넷쇼핑']
2109,삼성 iD ALL 카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2234/card_img/27720/2234card.png,https://www.card-gorilla.com/card/detail/2234,할인 많이 쓰는 영역 자동 맞춤 백화점 할인점 슈퍼마켓 생활 주유 이동통신 아파트 관리비 모든가맹점 국내외 가맹점 선택형 내 마음대로 고르는 디자인 다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다,"['생활서비스', '소매/유통']",['연료판매']
2110,삼성 iD ON 카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2235/card_img/28314/2235card.png,https://www.card-gorilla.com/card/detail/2235,할인 많이 쓰는 영역 자동 맞춤 커피전문점 배달앱 델리 생활 교통 이동통신 스트리밍 온라인 간편결제 해외 선택형 내 마음대로 고르는 디자인 다양한 스타일로 새롭게 선보이는 삼성 iD 카드를 소개합니다,"['디저트', '전자상거래', '생활서비스', '식사']","['커피/음료', '음식배달서비스', '제과/제빵/떡/케익']"
2111,신한카드 My TeenS,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2236/card_img/20938/2236card.png,https://www.card-gorilla.com/card/detail/2236,편의점 GS 행사상품 현장 즉시 할인 및 추가 증정 행사GS POINT GS리테일 이용 시 적립 모바일 기프티콘 발송 최대 천원 선택형 가지 카드 디자인 중 선택 가능,"['디저트', '소매/유통']","['커피/음료', '음/식료품소매']"
2112,하나 스카이패스 아멕스 플래티늄 카드,하나카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2237/card_img/20939/2237card.png,https://www.card-gorilla.com/card/detail/2237,대한항공 스카이패스 마일리지 적립 공항라운지 인천공항 라운지 이용 시 무료서비스 제공,['생활서비스'],['전문서비스']
2113,롯데월드카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2238/card_img/28091/2238card.png,https://www.card-gorilla.com/card/detail/2238,테마파크 롯데월드 운영 시설 이용권 본인 및 동반 인 현장할인 연간이용권 전월 이용금액 관계없이 할인한도 없이 직영 기념품샵 이용금액에 기타 서비스 생활 필수 영역 결제일할인 아파트 관리비 온라인쇼핑몰 주유 배달앱 신선식품 배송 온라인서점 모든가맹점 국내 가맹점 해외 디지털구독 스트리밍 이용료 건별 원 이상 정기결제 시 제휴 PLCC 어드벤처 매직패스프리미엄 회권 현장 구매 가능 선택형 카드 디자인 선택,"['전자상거래', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '인터넷쇼핑', '음식배달서비스', '연료판매']"
2114,위버스 신한카드(BTS),신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2240/card_img/20944/2240card.png,https://www.card-gorilla.com/card/detail/2240,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 연 회 Gift 서비스 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2115,Kakaopage 롯데카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2241/card_img/20990/2241card.png,https://www.card-gorilla.com/card/detail/2241,캐시백 카카오페이지에서 결제 시 캐시백국내외 온 오프라인 최대 멤버십포인트 L POINT 선택형 카드 디자인 선택 가능,"['생활서비스', '소매/유통']",['서적/도서']
2116,에너지플러스카드 Edition2,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2242/card_img/20991/2242card.png,https://www.card-gorilla.com/card/detail/2242,주유 GS칼텍스 이용금액 최대 할인 및 Mobility 업종 선택형 카드 디자인 선택 가능,['생활서비스'],['연료판매']
2117,GS Prime 신한카드,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2243/card_img/30835/2243card.png,https://www.card-gorilla.com/card/detail/2243,쇼핑 GS리테일 점내 이용 시 GS POINT 적립 모든가맹점 그 외 모든 가맹점 기본,['소매/유통'],['음/식료품소매']
2118,위버스 신한카드 체크(BTS),신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2244/card_img/20993/2244card.png,https://www.card-gorilla.com/card/detail/2244,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2119,위버스 신한카드 체크(TXT),신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2245/card_img/20994/2245card.png,https://www.card-gorilla.com/card/detail/2245,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2120,위버스 신한카드 체크(ENHYPEN),신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2246/card_img/20996/2246card.png,https://www.card-gorilla.com/card/detail/2246,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2121,위버스 신한카드 체크(SEVENTEEN),신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2247/card_img/20997/2247card.png,https://www.card-gorilla.com/card/detail/2247,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2122,위버스 신한카드(ENHYPEN),신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2248/card_img/20998/2248card.png,https://www.card-gorilla.com/card/detail/2248,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 연 회 Gift 서비스 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2123,위버스 신한카드(SEVENTEEN),신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2249/card_img/20999/2249card.png,https://www.card-gorilla.com/card/detail/2249,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 연 회 Gift 서비스 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2124,위버스 신한카드(TXT),신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2250/card_img/21000/2250card.png,https://www.card-gorilla.com/card/detail/2250,적립 Weverse Shop 이용금액의 캐시 추가 생활 생활영역 기타 HYBE INSIGHT 내 매장 결제 시 할인 연 회 Gift 서비스 선택형 카드 디자인 선택가능,"['공연/전시', '여가/오락']",['취미/오락']
2125,오케이몰 우리카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2251/card_img/21001/2251card.png,https://www.card-gorilla.com/card/detail/2251,쇼핑 오케이몰 상품 구매 시 장기할부 제공 카페 스타벅스 투썸플레이스 이디야 폴바셋 이용금액 할인 편의점 GS CU 세븐일레븐 이마트,"['디저트', '식사', '소매/유통']","['음/식료품소매', '제과/제빵/떡/케익']"
2126,NH1961카드,NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2252/card_img/21002/2252card.png,https://www.card-gorilla.com/card/detail/2252,적립 국내 해외 이용가맹점 NH포인트 언택트 라이프영역 공항라운지 국제공항 라운지 무료이용 연 회 제공,['생활서비스'],['전문서비스']
2127,SOHO 다사로이카드,NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2253/card_img/21003/2253card.png,https://www.card-gorilla.com/card/detail/2253,공과금 대사회보험 전기요금 특별할인 모든가맹점 국내 해외 이용가맹점 기본할인 비즈니스 주요 사업경비업종 해외이용액 추가할인,['생활서비스'],['전문서비스']
2128,SOHO 다사로이+카드,NH농협카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2254/card_img/21004/2254card.png,https://www.card-gorilla.com/card/detail/2254,공과금 대사회보험 전기요금 특별할인 생활 스타벅스 넷플릭스 멜론 모든가맹점 국내 해외 이용가맹점 기본할인 비즈니스 주요 사업경비업종 해외이용액 추가할인 프리미엄 서비스 MASTERCARD TITANIUM PLATINUM PREMIUM SERVICES 제공,"['디저트', '생활서비스', '여가/오락']","['취미/오락', '제과/제빵/떡/케익']"
2129,KB Pay 챌린지카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2255/card_img/21005/2255card.png,https://www.card-gorilla.com/card/detail/2255,적립 KB Pay 회 이용하면 포인트리 천점 매 주 선택형 디자인 선택가능,['생활서비스'],['전문서비스']
2130,KB Pay 챌린지+카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2256/card_img/21006/2256card.png,https://www.card-gorilla.com/card/detail/2256,적립 KB Pay 회 이용하면 포인트리 천점 매 주 이용 리워드 선택형 디자인 선택가능,['생활서비스'],['전문서비스']
2131,삼성 모바일플러스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2257/card_img/28092/2257card.png,https://www.card-gorilla.com/card/detail/2257,적립 갤럭시 스토어 삼성전자 포인트 삼성닷컴에서 만원 이상 결제 시 통신 이동통신요금 정기결제 생활 배달앱 편의점 주유 간편결제 온라인 디지털구독 스트리밍 이용료 정기결제시,"['전자상거래', '식사', '생활서비스', '소매/유통']","['교통서비스', '음/식료품소매', '음식배달서비스', '연료판매']"
2132,#Pay 신한카드,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2258/card_img/21008/2258card.png,https://www.card-gorilla.com/card/detail/2258,간편결제 개 Pay 로 국내 거래시 마이신한포인트 적립,"['전자상거래', '생활서비스']",['전문서비스']
2133,the Red Edition5,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2259/card_img/27662/2259card.png,https://www.card-gorilla.com/card/detail/2259,바우처 최대 만원 상당의 제공총 개 영역에서 만원까지 선택하여 사용 프리미엄 서비스 전 세계 공항라운지 무료 발레파킹 서비스VISA Signature MasterCard World 대한항공 마일리지형 천원당 마일리지 적립 M포인트형 국내외 가맹점 적립월 이상 이용 시 배 월 로열티 보너스 연간 이용금액 제공 연 회 택 선택형 the Red Edition 의 특별한 디자인을 소개합니다 내 취향에 맞는 카드 선택해서 발급 받으세요,"['디저트', '생활서비스']",['커피/음료']
2134,the Green Edition2,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2260/card_img/27660/2260card.png,https://www.card-gorilla.com/card/detail/2260,바우처 만원 상당의 제공 프리미엄 서비스 전 세계 공항라운지 무료 발레파킹 서비스VISA Signature MasterCard World 적립 기본적립 특별적립 최대 보너스 리워드 만 M포인트 또는 연회비 감면 택 선택형 the Green Edition 의 특별한 디자인을 소개합니다 내 취향에 맞는 카드 선택해서 발급 받으세요,['생활서비스'],['전문서비스']
2135,LOCA LIKIT 1.2,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2261/card_img/21011/2261card.png,https://www.card-gorilla.com/card/detail/2261,모든가맹점 어디서나 결제일 할인국내 모든 가맹점 해외 이용금액 온라인쇼핑 온라인 할인,['전자상거래'],['인터넷쇼핑']
2136,LOCA LIKIT Eat,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2262/card_img/20704/2262card.png,https://www.card-gorilla.com/card/detail/2262,일반음식점 음식점 결제일 할인 배달앱 배달의 민족 쿠팡이츠 요기요 카페 스타벅스 투썸플레이스 할리스커피 폴바셋 디지털구독 쿠팡 로켓와우 네이버플러스 멤버십,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스']","['커피/음료', '음식배달서비스', '한식', '제과/제빵/떡/케익']"
2137,LOCA LIKIT Play,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2263/card_img/20703/2263card.png,https://www.card-gorilla.com/card/detail/2263,주유소 SK에너지 S OIL GS칼텍스 현대오일뱅크 결제일 할인 영화 롯데시네마 CGV 메가박스 디지털구독 넷플릭스 왓챠 유튜브 멜론 지니 쿠팡 로켓와우 네이버플러스 멤버십,"['생활서비스', '소매/유통', '여가/오락']","['취미/오락', '연료판매']"
2138,LOCA LIKIT Shop,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2264/card_img/20702/2264card.png,https://www.card-gorilla.com/card/detail/2264,온라인쇼핑 쿠팡 위메프 티몬 결제일 할인 헤어 미용실 편의점 GS CU 세븐일레븐 디지털구독 로켓와우 네이버플러스 멤버십,"['디저트', '전자상거래', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '인터넷쇼핑']"
2139,롯데홈쇼핑 벨리곰 카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2265/card_img/20701/2265card.png,https://www.card-gorilla.com/card/detail/2265,홈쇼핑 롯데홈쇼핑에서 결제일 할인 롯데홈쇼핑 적립금 최대 적립 디지털구독 클럽롤라 서비스 롯데카드의 구독형 멤버십 상품,"['생활서비스', '소매/유통']",['전문서비스']
2140,NU Biz,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2266/card_img/25452/2266card.png,https://www.card-gorilla.com/card/detail/2266,적립 BASIC KIT OWNER OPERATION PREMIUM 가맹점 외 모든 국내 포인트 해외 외식 온라인쇼핑 대형할인점 렌탈 정기결제 공항라운지 전세계 무료 이용 디지털구독 캐시노트 고급형 유료 서비스 비즈니스 개인사업자 Win Tax 비즈플레이 무이자할부 프리미엄 MasterCard VISA Platinum 제공,"['전자상거래', '생활서비스', '식사']","['차량관리/서비스', '인터넷쇼핑', '한식']"
2141,L.PAY 신한카드,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2267/card_img/20699/2267card.png,https://www.card-gorilla.com/card/detail/2267,적립 기본적립 국내 해외 이용금액 포인트 특별적립 후불교통 버스 지하철 및 택시 롯데 더드림영역 추가적립 대상 더드림영역에서 L PAY 결제시 최대 추가,['생활서비스'],['교통서비스']
2142,네이버페이 신한카드 체크 S2,신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2268/card_img/20698/2268card.png,https://www.card-gorilla.com/card/detail/2268,네이버페이 네이버에서 결제 시 적립 네이버 외,"['전자상거래', '소매/유통']",['인터넷쇼핑']
2144,하나은행 밀리언달러 카드,롯데카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2270/card_img/20696/2270card.png,https://www.card-gorilla.com/card/detail/2270,은행사 국내에서는 원화로 해외에서는 달러 USD 로 하나의 카드에 원화 외화 결제계좌를 모두 연결 해외 수수료 면제 추가 캐시백 혜택 할인 실적 조건 없이 특정가맹점 최대 결제일,['생활서비스'],['전문서비스']
2145,밸런스 카드,BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2271/card_img/20695/2271card.png,https://www.card-gorilla.com/card/detail/2271,생활 Social 서비스 사회적인 나를 위한 소셜 라이프 서비스이동통신 대중교통 카카오T 골프 편의점 할인 Personal 개인적인 나의 일상을 즐기기 사적 서비스배달어플 주유소 운동 넷플릭스 유튜브 프리미엄 Always 언제나 즐길 수 있는 데일리 서비스스타벅스 사이렌오더 온라인몰,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '음/식료품소매', '교통서비스', '연료판매', '제과/제빵/떡/케익']"
2146,신한 Meme(밈) 카드,신한카드,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/2272/card_img/20694/2272card.png,https://www.card-gorilla.com/card/detail/2272,적립 음원 앱스토어 편의점 리워드 적립에 쓸때마다,['소매/유통'],['음/식료품소매']
2147,Indi-visual 카드(김계란카드),BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2273/card_img/20693/2273card.png,https://www.card-gorilla.com/card/detail/2273,혜택 indi visual 카드,['생활서비스'],['전문서비스']
2148,Indi-visual 카드(오은영카드),BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2274/card_img/20692/2274card.png,https://www.card-gorilla.com/card/detail/2274,혜택 indi visual 카드,['생활서비스'],['전문서비스']
2149,Indi-visual 카드(강형욱카드),BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2275/card_img/20691/2275card.png,https://www.card-gorilla.com/card/detail/2275,혜택 indi visual 카드,['생활서비스'],['전문서비스']
2150,Indi-visual 카드(임블리카드),BC 바로카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/2276/card_img/20690/2276card.png,https://www.card-gorilla.com/card/detail/2276,기타 본 상품은 카드사에서 제공하는 부가서비스가 없습니다,[],[]
